transaction_amount,account_balance,transaction_time_seconds,avg_transaction_amount_7d,std_transaction_amount_7d,transactions_last_1h,transactions_last_24h,failed_attempts,num_devices_used,transaction_type,device_type,location_region,is_foreign_transaction,is_high_risk_country,valor_real,probabilidad_fraude,prediccion
111.19311089247095,1792.662158672806,84436,197.87026496438196,51.12969922639645,2,11,1,4,transfer,mobile,rural,1,0,0,1.8396585869464228e-05,0
235.4369574978421,0.0,28643,86.22921551051131,57.47506301654956,3,12,1,4,withdrawal,mobile,rural,1,0,0,0.00015437558377571025,0
24.990691865767715,2326.133629230343,71495,125.91312307128152,41.17382001839271,3,8,0,4,withdrawal,mobile,suburban,0,1,0,6.104069659754461e-08,0
84.27902324832132,1025.5034303196303,67815,90.00578657912935,44.28676942472024,0,8,0,3,withdrawal,mobile,urban,0,0,0,2.7346756131380933e-22,0
175.7167320643339,223.03898501714596,51815,111.88091463990128,48.60450721580246,1,7,1,4,payment,mobile,rural,0,0,0,1.4773670284393818e-15,0
133.051701349862,1605.2002678435472,47493,27.088222317625352,41.69112772295417,1,11,0,1,purchase,desktop,urban,0,0,0,8.860253264120009e-24,0
80.90666076091,4933.002801460978,14850,14.17234982037175,50.67593686889883,0,10,1,3,transfer,mobile,suburban,0,0,0,9.477206686514599e-16,0
420.8149224449992,2724.5298141223825,36932,59.588514285237736,41.80285046520471,0,5,0,4,purchase,mobile,suburban,0,0,0,2.6104756729542814e-17,0
200.7913986323636,5705.608237480727,64260,45.62670870207791,90.36515185565489,2,10,0,4,purchase,mobile,urban,0,1,0,8.473490047661464e-08,0
22.282564878901702,1215.6619374381803,74996,90.05161302573042,14.477259409371996,0,4,0,3,withdrawal,mobile,rural,0,0,0,6.70103405000936e-23,0
82.30867222238922,495.07528425997566,26903,124.62381915701565,49.18371004398587,2,10,1,1,withdrawal,mobile,suburban,0,0,0,3.591656351601756e-14,0
51.30204710355469,3168.7886481269898,54319,101.1045621612798,9.44673215622236,4,7,0,4,purchase,mobile,suburban,0,0,0,6.038904289162173e-14,0
19.47589877147709,3143.1812973617334,19898,50.31166428790462,39.781614041148266,3,3,0,4,withdrawal,mobile,suburban,0,0,0,1.34960421100535e-16,0
74.91453123647167,4079.368557892189,27232,138.2225020485476,25.54991499069285,6,9,2,3,transfer,tablet,urban,0,0,0,0.003429975038894789,0
543.093874907606,4137.124953930192,65072,105.68758333544672,26.129665140039712,2,16,1,4,payment,desktop,urban,0,0,0,4.619693405352494e-13,0
33.24862510199632,753.0687575764841,7412,160.65972083989777,43.771617896122855,4,12,0,2,transfer,desktop,urban,0,0,0,6.173592718409108e-16,0
57.05011743799954,3259.214751934408,16912,144.45580142386123,18.23504339191049,2,12,0,3,transfer,mobile,rural,0,0,0,2.8603595594407014e-15,0
61.95104655877576,1860.3423985362365,2601,64.31523461866989,7.465937525507794,4,15,0,3,withdrawal,mobile,urban,0,0,0,4.0750076578830913e-14,0
115.09916153403567,1577.9483321459452,75809,36.290371648148415,1.0,1,13,2,4,purchase,mobile,rural,0,0,0,1.7173038012407272e-12,0
20.76007000492752,3050.893727950778,47622,1.0,18.41380683394433,3,11,0,3,transfer,desktop,urban,0,0,0,1.9791963010068526e-18,0
26.370474348333552,4347.757842120744,42167,127.73461332018684,53.10069360017024,4,11,2,2,payment,desktop,rural,0,0,0,4.498477226895989e-12,0
290.1427770340949,3196.2669896241505,29822,160.20980555743688,36.08443073645002,2,11,0,1,transfer,mobile,suburban,0,0,0,6.696648176817659e-12,0
9.148678666118522,1903.7151135514323,31078,76.98781096907219,37.67279876601699,2,11,1,4,transfer,mobile,urban,0,0,0,1.0062703205914924e-12,0
102.75821782993266,1138.7921507257925,80323,55.3720538040663,26.11965065024428,2,12,1,2,payment,mobile,suburban,0,1,0,7.791096338342564e-06,0
92.30900838511896,3663.433441588213,24727,120.41734311412104,16.137537790647386,3,10,1,4,payment,mobile,urban,0,0,0,1.1619933880372636e-12,0
59.17774581505266,3187.252039398249,62574,127.81917263624756,52.4261122877157,2,6,0,3,transfer,mobile,rural,0,0,0,3.1298699594726273e-15,0
43.38816040796644,225.87580631395576,39690,87.30504181741506,26.094920420943243,2,10,0,2,payment,mobile,rural,0,0,0,9.808011741394726e-19,0
44.53601561616389,5574.498766134637,12391,123.29320140029716,36.12324645465112,3,9,2,2,withdrawal,desktop,urban,0,0,0,1.0461089294827755e-13,0
307.62930227095904,3429.747617783224,82470,24.530887371050007,24.917770242918397,1,10,1,3,purchase,mobile,urban,1,0,0,6.843795326643388e-08,0
196.134800613822,1135.9061258061342,3913,89.05356418493253,12.959233380495276,4,6,0,2,purchase,mobile,suburban,0,1,0,0.0037657909060935116,0
9.624380486373967,823.2004436636316,40516,49.08153409786475,40.41146979682112,3,11,2,1,purchase,mobile,urban,1,0,0,0.00041690537775219196,0
44.982693409539344,0.0,56652,100.5824884066858,39.99383185705509,1,9,1,3,purchase,tablet,suburban,0,0,0,1.9110661494774616e-20,0
26.577092851825384,2300.5557575865823,67113,99.08752216368912,4.754286330619301,2,7,2,1,purchase,desktop,urban,0,0,0,5.79437036244578e-16,0
31.71786012112509,2014.767112133224,76303,90.73016214854792,43.417859095654094,1,9,0,3,purchase,mobile,suburban,0,0,0,1.3059232955155382e-20,0
187.1700552703073,5227.909822199833,13,66.24573330677293,42.129818674174615,5,7,0,2,transfer,desktop,urban,0,0,0,1.168290827336904e-11,0
83.85379370440927,2357.777661892222,16125,123.23185336957722,40.84040289280763,1,8,1,2,purchase,mobile,suburban,0,0,0,3.351349553581953e-16,0
170.780368264239,1586.3305159737831,28681,97.368266845712,22.630583985871837,1,10,0,3,payment,mobile,urban,0,0,0,2.4825648478162876e-19,0
28.776922261481232,2188.7300227703627,73296,119.42668703206697,35.5924819169675,3,13,0,1,withdrawal,mobile,suburban,0,0,0,2.1410918320312937e-16,0
7.596621695727538,3355.405711456374,42095,61.25700447921449,21.072561334810608,3,14,0,1,withdrawal,desktop,suburban,1,0,0,1.379425411056328e-15,0
183.71763995969448,1043.71916141245,75316,128.26424184996287,6.292613597297599,3,10,0,4,transfer,desktop,suburban,0,0,0,6.293995724882897e-16,0
35.798127327997165,845.0126733537786,65482,11.864800279727092,38.95520411642617,0,7,0,3,transfer,mobile,suburban,0,0,0,6.27908807453446e-20,0
25.783122506671077,1205.5992610628005,31270,176.33796476969366,33.37967242777456,4,13,0,3,withdrawal,desktop,rural,0,0,0,8.615063628502232e-19,0
222.8844385728852,1424.1424427677237,4399,1.0,29.702652172348945,1,8,0,1,transfer,mobile,urban,0,0,0,3.1001703880249857e-15,0
268.25884705117727,0.0,10526,158.2369165918888,22.693018152192348,1,6,0,4,purchase,tablet,suburban,0,0,0,8.363965675739767e-21,0
30.693473822867624,1315.3458769607223,82006,61.78617166913599,25.74264408241256,2,10,0,3,transfer,mobile,rural,0,0,0,9.816242988833893e-16,0
63.899646764287525,1546.6088875911814,70019,82.97604604798786,22.75944871886847,2,13,1,4,payment,mobile,rural,0,0,0,4.392386779761618e-15,0
105.50930548947532,1236.327717989437,79426,46.66669648884794,29.745074287479373,1,9,1,3,payment,tablet,urban,0,0,0,2.3561366210090935e-20,0
363.4860608342089,3781.1706031110175,12376,88.81622179128217,68.10179756590045,4,11,0,2,withdrawal,tablet,rural,0,0,0,3.5374202569871046e-13,0
125.1016744840352,3638.8843320369615,23356,132.10177613723758,37.20369357655072,4,14,1,3,transfer,desktop,suburban,0,0,0,5.017966180158563e-11,0
165.56336574932132,1602.0273314501678,77938,81.58132234713163,8.489098775238539,2,12,0,3,transfer,mobile,rural,0,0,0,7.525801200294825e-14,0
22.9130187800228,0.0,59488,70.81344395553468,21.385409662522363,3,7,0,1,payment,mobile,urban,0,0,0,4.931410397172334e-17,0
79.99196488853488,467.9622756176202,38589,75.45120274832476,1.0,4,6,0,3,withdrawal,mobile,suburban,0,0,0,1.3835707465866285e-13,0
38.22505172309581,4776.516810448791,45105,62.29330354336922,33.77140642170692,1,4,0,2,purchase,mobile,rural,0,0,0,2.1885447318424753e-20,0
112.51397147517048,3387.088373881954,59714,111.419368604865,1.0,2,10,0,2,purchase,desktop,rural,0,0,0,1.0457185789962057e-21,0
31.76506570709572,1850.3051262503864,70029,110.01641611370736,18.985337671178332,2,9,1,2,transfer,mobile,urban,0,0,0,2.8575833031770136e-12,0
23.857798674844787,472.723341762638,4560,45.63291915340116,33.22313535889519,2,12,0,1,transfer,mobile,rural,0,0,0,1.084587149045408e-15,0
1.0,0.0,57136,78.7944615651044,29.98124103114098,2,4,0,3,transfer,desktop,urban,0,0,0,1.0318094093408942e-20,0
131.94270428805245,2228.077613179094,30030,35.67704690371069,9.418230293453645,1,16,0,1,purchase,tablet,suburban,0,0,0,9.483987386710525e-23,0
1.0,989.05788155577,64607,125.25019404980284,20.234909043815936,0,7,0,4,payment,mobile,rural,0,0,0,1.1728452272498503e-23,0
204.8687315092984,0.0,64445,98.829311216425,27.301282054298177,2,4,2,2,purchase,mobile,suburban,0,0,0,7.468780488702834e-09,0
339.7327680780141,4770.761497513019,14107,130.46185585726167,37.11984921085068,1,8,1,2,payment,mobile,suburban,0,0,0,4.05439257655673e-13,0
10.606852395354602,2612.7677883499305,26275,145.92305893735076,25.092515240284943,2,10,1,1,payment,desktop,suburban,0,0,0,5.309277296104808e-20,0
304.23054948385135,3096.19364567204,8128,21.87588673015884,15.20528801361481,2,8,0,2,purchase,mobile,rural,1,0,0,5.3208507432514045e-09,0
108.66437865757948,0.0,65809,89.26571622831031,24.378988622948626,5,5,1,3,withdrawal,mobile,rural,0,0,0,1.6337190849773877e-07,0
29.29309731405087,2401.91674364132,43888,94.27496010401052,12.904434896519096,3,9,0,2,transfer,mobile,suburban,0,0,0,1.6657831639424325e-13,0
89.75053148458679,1736.07549735738,59646,59.73891116941441,15.46755780815083,2,9,0,1,payment,mobile,urban,0,0,0,2.945621394416547e-18,0
6.295965614072268,2978.737301914986,42112,31.700338093266787,57.19042849677388,3,9,0,4,purchase,desktop,rural,0,0,0,3.1560668908449017e-21,0
61.04034224550124,2662.2577657014563,34949,101.73357446805498,25.174583620828965,4,9,1,2,transfer,mobile,suburban,0,0,0,2.205503881078198e-07,0
54.39025681845978,1445.4041720407693,60980,126.99880432978875,19.979851713013108,2,12,0,1,purchase,mobile,rural,0,0,0,5.006874961344286e-18,0
4.681698930231237,0.0,7246,60.45104569075944,43.08560524872596,2,11,0,2,transfer,desktop,urban,0,0,0,1.1634385471824274e-20,0
157.76775466069626,402.35205067074094,5265,114.3896979395013,39.5406554935234,3,6,1,4,withdrawal,mobile,rural,0,0,0,4.295262846008072e-11,0
104.105683667009,734.2244394321538,24615,122.8120071026521,48.73601901895053,3,14,2,4,payment,mobile,suburban,0,0,0,8.126782731292599e-09,0
229.0304518573981,2196.372935664397,63734,36.081876196237296,43.8594039899825,1,16,0,1,payment,desktop,suburban,1,0,0,3.1952629137882687e-17,0
63.58412057152,2303.703384261259,60956,107.06115558612277,22.80547456772542,6,14,1,4,payment,mobile,rural,0,1,1,0.9983950581243747,1
50.17755590318941,3348.6344775548696,10175,52.51086260650622,51.50410351363397,1,12,0,4,withdrawal,mobile,rural,0,0,0,1.63427367080517e-20,0
42.87669189514497,1760.7526540723245,55208,81.11460304994223,1.0,1,11,0,3,withdrawal,desktop,rural,1,0,0,2.0341797193900774e-19,0
35.00309536027191,2237.794508044411,48891,102.06285226462715,8.623921433072447,1,10,0,3,purchase,mobile,suburban,0,0,0,1.5513931559440023e-20,0
124.56017192011552,0.0,41471,110.93034258334605,58.18152740099899,3,11,0,2,payment,desktop,suburban,0,0,0,6.138155888917471e-20,0
193.14274804921385,2628.261612868062,65668,54.020022030742766,35.35041761222858,0,13,0,1,withdrawal,desktop,suburban,0,1,0,2.284892416853133e-16,0
27.259076836390744,947.307721571692,56510,142.040096207017,73.98580291880961,1,11,1,4,transfer,mobile,urban,0,0,0,1.3914234856341579e-14,0
3.479390057021288,839.333014931683,76267,285.0262364805129,34.226921489666346,0,9,1,4,payment,desktop,suburban,0,0,0,1.8379441169667915e-24,0
6.7027878031266335,2676.0494521074224,75071,193.58810493250132,26.22169144930152,3,9,0,1,payment,mobile,suburban,0,0,0,5.302330980010829e-17,0
28.947472365946915,4387.425270689201,48913,189.9983937790854,17.768649065634705,4,8,2,1,withdrawal,desktop,rural,0,0,0,1.711894554540738e-11,0
51.06267881599129,0.0,38524,59.91329322159098,11.07342624527103,0,6,2,1,payment,tablet,suburban,0,0,0,2.587514668462753e-19,0
47.1027708018597,3167.9177532606973,82236,83.72492079495304,52.92081171589466,2,15,1,2,payment,mobile,urban,1,0,0,7.284481177717355e-10,0
133.23781878592214,1865.0568021841252,61151,116.3750985137349,32.96408334148812,2,16,1,2,payment,desktop,suburban,0,0,0,1.816521162460753e-18,0
19.020716965715813,3838.401594949287,60329,50.00593867603313,44.902450005642265,1,15,0,1,withdrawal,mobile,urban,0,0,0,4.690392042990596e-21,0
148.45293849492617,2993.4164622488497,4050,82.20151445600771,36.2031125364964,2,8,1,3,payment,mobile,suburban,1,0,0,3.645616356748375e-08,0
60.00867495666285,466.6024978740736,23762,109.59507536065382,40.68096902236239,2,9,0,1,transfer,mobile,urban,0,0,0,2.501055526629828e-15,0
65.21996589689624,1586.9982148239558,53368,1.0,84.37594006187899,3,10,1,2,payment,mobile,rural,0,0,0,7.492961466919511e-13,0
20.66300746584927,1620.8408765975887,45413,15.172934490232734,58.09307951155445,3,9,0,2,withdrawal,mobile,urban,0,0,0,8.774712148214626e-17,0
25.224265380264537,1015.7308349977548,75605,52.64888104858069,24.69755672942405,0,15,1,2,transfer,mobile,suburban,0,0,0,1.525473109120519e-16,0
30.527025645588505,2700.366612868083,29890,72.55907656388477,1.0,2,13,1,4,withdrawal,desktop,rural,0,0,0,1.429769669152274e-19,0
73.23905140578125,5121.939762906475,21377,156.7801527146562,33.94892270346424,4,14,1,4,payment,desktop,rural,0,0,0,4.619159860001693e-15,0
22.25744703447369,0.0,69195,75.5845247255727,38.28369498130685,1,9,0,1,transfer,mobile,rural,0,0,0,7.693841771250228e-18,0
50.73034644125385,3524.1422154770453,57572,79.49727440304433,53.71243696275111,0,8,1,4,withdrawal,mobile,suburban,0,0,0,4.440391402977679e-19,0
89.71443290266224,2320.2541561140624,31977,47.52628924521132,37.5839952907035,2,18,1,1,transfer,desktop,urban,0,0,0,5.571844007230284e-16,0
203.3280490256745,2386.0677389408343,14819,29.4018251093433,61.198744842360725,1,7,0,1,withdrawal,mobile,suburban,0,0,0,3.525042839257983e-18,0
42.292279846249656,2802.5008734025623,83700,18.256140904473604,33.59004711675783,2,10,0,4,purchase,desktop,rural,0,0,0,6.662440047984401e-23,0
106.15518489869352,2241.1383808907376,49478,122.89737426170922,22.322664151837703,1,7,0,4,transfer,desktop,urban,0,0,0,2.019233795655089e-21,0
119.0460294493763,382.8191732128007,329,93.02647062996314,27.60700846319967,2,14,1,3,transfer,desktop,urban,0,0,0,1.3966999790197634e-15,0
142.67361134962803,4448.078073462872,75581,61.7739856153498,33.6500790103901,6,6,1,2,payment,mobile,rural,0,0,0,2.7442982045813107e-05,0
83.95264897997569,2520.6470885771805,70897,64.65970444376224,33.94495541389313,3,5,3,1,purchase,mobile,suburban,0,0,0,7.413348196645054e-05,0
35.56843058911496,2161.623003472119,68387,39.634598603273815,17.320336134040872,3,12,1,2,purchase,mobile,suburban,0,0,0,9.277383710611084e-13,0
212.97263908558665,3771.000405388572,11317,84.76095307846725,29.73308188820624,3,10,3,2,purchase,tablet,rural,0,0,0,1.1301179894793653e-06,0
24.51905205162913,0.0,30766,89.37214406769442,1.0,3,10,0,1,withdrawal,mobile,suburban,0,0,0,2.1014965767381725e-16,0
211.80375501344423,2475.2550032421145,63808,178.49010970423154,42.78967814121995,3,12,0,1,payment,desktop,rural,0,0,0,1.2704570867872835e-18,0
166.61267688951546,0.0,51947,99.16847401039684,29.72865790709237,3,14,0,4,transfer,mobile,urban,0,0,0,5.7518059680909586e-12,0
91.8088207957216,1276.851560501731,58981,25.51596115830028,18.78710485606476,2,14,0,4,transfer,mobile,urban,0,0,0,3.373269496122233e-15,0
394.4109698702941,2223.1777804153216,26178,66.12594376527275,10.45117082342068,2,4,0,4,withdrawal,desktop,rural,0,0,0,6.245158544393942e-18,0
13.152237504096007,4841.08495804959,75285,134.43287175893406,58.95564226580788,4,9,0,2,purchase,desktop,suburban,0,0,0,7.66459129732746e-19,0
74.3128327405521,809.0218705972109,41335,74.63497367909488,45.16649181912241,4,14,0,4,payment,tablet,urban,0,0,0,5.257367837713719e-18,0
125.62362602766264,718.013888173223,27854,130.06333060630178,41.13448748999493,0,9,0,2,withdrawal,mobile,rural,0,0,0,2.140691876267266e-21,0
94.54488820489996,1338.024676951934,76347,43.93461510002882,18.759614281960975,3,9,1,3,withdrawal,desktop,urban,0,0,0,1.0234720335367279e-16,0
163.80677263226283,925.8496650206888,51929,181.6384233109801,54.35310635643441,3,11,0,1,purchase,mobile,rural,0,0,0,2.557085881950884e-14,0
123.36570535511538,2807.9761418436246,5366,53.37209014133809,11.90611098932242,2,10,1,4,payment,desktop,suburban,0,0,0,1.193822184154334e-18,0
208.9498283269399,2257.443309930878,71091,62.23780190650422,51.67437403106897,0,13,0,3,withdrawal,tablet,suburban,0,0,0,5.191921813327083e-24,0
22.304816629002623,4837.168743553503,78809,35.652315752239936,55.35399620399863,1,12,0,3,purchase,desktop,urban,0,0,0,1.8030910140364153e-25,0
7.442224386786819,1188.2222675567948,10618,36.23166982902313,39.43645281139796,1,9,1,1,payment,mobile,suburban,0,1,0,3.6202765952762217e-09,0
26.234488366527188,3532.20146926002,72252,84.8879207275537,53.84972126683894,3,15,2,4,purchase,mobile,urban,0,0,0,1.1269113015253649e-09,0
2.8291419093233534,811.3483031422018,65527,17.155524200870147,29.748341027421183,1,13,0,3,purchase,mobile,rural,0,0,0,4.28485516036336e-21,0
61.36290761064125,2502.485629127444,67625,131.36259263262284,36.94714841065486,3,10,1,4,transfer,mobile,urban,0,0,0,7.705453893802761e-10,0
67.30406584580793,3165.442091224425,81856,88.68353314476363,22.73085732314932,0,5,2,3,withdrawal,mobile,suburban,0,0,0,3.1984849933634617e-15,0
29.774445914121284,2577.278235622478,65416,67.22573613510978,40.603764973071264,3,17,1,1,payment,desktop,suburban,0,0,0,8.890124257179826e-18,0
307.15118069287325,1779.1224623039684,79583,40.64499428957548,47.37421045487494,1,9,2,3,withdrawal,mobile,suburban,0,0,0,7.883811322728395e-10,0
22.81136380510275,2738.3967826356243,83218,101.32731803671048,60.41195336979946,1,8,0,1,transfer,desktop,urban,0,0,0,1.778742548265437e-22,0
184.10351607775996,2473.3140987540323,25792,70.56271921657977,5.281577318322363,1,12,0,4,transfer,desktop,suburban,0,0,0,3.303534856410651e-20,0
199.47468842803653,1004.1645588131572,23391,2.876518582890398,34.08347309273499,3,10,0,1,transfer,mobile,urban,0,0,0,2.4367689958782695e-11,0
185.3267303019527,3231.758393123703,72283,17.70057508688793,36.10131379536755,4,4,0,1,withdrawal,desktop,rural,1,0,0,6.510741925832616e-11,0
96.13342301825982,2869.6968310909947,3872,144.81771033856486,10.516669682157604,4,3,0,4,transfer,mobile,suburban,0,0,0,2.0364900161103444e-10,0
11.87586086796353,1081.5043627218467,38299,13.216079394187176,5.86392608845825,1,6,0,4,withdrawal,mobile,rural,0,0,0,5.053250762744896e-21,0
137.4648322491442,2953.188591395382,12094,9.900275413319946,40.11030913663744,2,11,0,4,withdrawal,mobile,suburban,0,0,0,3.411485244139382e-17,0
10.634643537819874,0.0,14603,107.36382894334366,39.10783010024491,3,10,0,1,withdrawal,mobile,urban,0,0,0,8.853112557687903e-17,0
683.8705167719974,1398.176694182298,36763,127.36473798393354,34.79424190923011,3,17,1,4,transfer,desktop,suburban,0,0,0,1.8485081048962795e-05,0
126.02349925372738,1082.177207587738,69605,64.13956658592195,21.70753497394936,0,12,0,3,withdrawal,mobile,rural,0,0,0,1.4699561640887994e-21,0
14.155633718163369,2231.665573672518,30473,106.59497064516556,65.27815993555176,2,3,0,2,transfer,mobile,rural,0,0,0,9.178452340492802e-16,0
32.90737827115498,0.0,77152,69.98897581413216,33.15196762899594,3,13,1,3,transfer,desktop,suburban,0,0,0,1.5867973518470706e-14,0
280.27183391735525,2190.265247180554,4361,169.87346504999664,37.93582026451402,5,14,1,2,withdrawal,tablet,suburban,0,0,0,1.2179998272212722e-08,0
25.6901059204981,1827.3427717157963,73593,99.71170079004986,1.0,2,13,1,1,transfer,mobile,suburban,0,0,0,3.762622435733634e-12,0
89.40149792607174,4720.583131171186,63285,52.07705176430568,24.52932289494514,2,4,2,1,purchase,mobile,suburban,0,0,0,1.9527147163060834e-10,0
15.00718148749349,772.3502714484914,44275,85.19502161567314,12.363529710473138,1,13,1,2,purchase,mobile,rural,0,0,0,2.9620728904303134e-17,0
80.15430858151242,528.9253402238144,49211,173.9995968835933,45.36506506684571,2,14,1,3,payment,mobile,suburban,0,0,0,9.64722559048429e-15,0
4.38206995698653,3752.1179719206734,15561,101.27629780513534,42.37099836743575,0,9,1,1,purchase,mobile,rural,0,0,0,2.1206750095381691e-19,0
1.0311993539599833,3013.1811037517577,67019,101.44135238399627,72.46773272882618,0,14,0,1,withdrawal,desktop,urban,0,0,0,7.452763344587591e-28,0
97.39648481341936,810.4121223238183,86220,119.75326769914484,58.08395245713052,2,7,1,4,transfer,mobile,rural,0,0,0,2.947001583638121e-11,0
117.9799582348247,1973.195771219473,40665,44.98740855272245,9.104016655478326,2,12,2,4,payment,desktop,urban,0,0,0,1.9305969392795026e-15,0
239.445870860991,1123.774201530318,66492,66.30992531696121,21.64982484417408,0,11,0,1,payment,mobile,suburban,1,0,0,1.1362872073327523e-14,0
59.35664449703146,392.20550075079336,80069,90.67765111419092,4.468987983017669,1,9,0,4,transfer,mobile,suburban,0,0,0,1.7139749105045994e-17,0
162.1898407230188,1402.5096190675358,83145,39.56135965175909,27.996592179827523,3,8,0,1,transfer,mobile,urban,0,1,0,0.003088386839929994,0
35.050218095113905,4229.388438378686,52934,57.90867427833769,16.574270037407615,4,10,0,4,purchase,desktop,urban,0,0,0,6.865020362222001e-19,0
288.933378390491,4042.439672613572,50764,22.01795837266409,49.116389417268906,3,12,1,2,transfer,mobile,rural,0,0,0,1.9702904054861285e-06,0
54.77180040324407,1774.3015014849077,79467,23.3075429265224,12.355178936818032,0,9,1,1,payment,mobile,rural,0,0,0,2.652474202933416e-19,0
28.35428132930385,1679.9617797347069,78192,125.01814405477307,9.893526756822286,0,8,1,4,payment,desktop,suburban,0,0,0,3.220383403100895e-24,0
22.930964928387244,446.7414384105275,52932,154.39460187496536,26.446755030904704,4,12,0,4,payment,mobile,urban,1,0,0,1.7596406141501241e-09,0
100.23824643712469,3368.4130122482798,57687,36.137105440920095,27.289690430583526,3,9,0,1,purchase,mobile,suburban,0,0,0,2.6812859080691184e-15,0
88.7010466985091,3344.6836660767517,5281,107.5678189228626,18.41987341995355,0,6,0,2,purchase,mobile,rural,0,0,0,9.13436170887921e-22,0
56.383576967903736,1578.007269097894,73148,20.66746761139184,47.813351758661724,2,6,2,1,transfer,mobile,urban,0,0,0,2.2461983147133095e-08,0
1.7697577138017555,1427.0921475742553,1214,146.53026470817457,35.63644391084402,1,6,1,2,withdrawal,desktop,rural,0,0,0,7.682559121731512e-22,0
9.30711680815278,1624.4771092079543,32412,166.39150002084097,22.60786957399093,3,11,2,2,purchase,mobile,urban,1,0,0,0.0004563171921304511,0
94.01186737523275,3418.212752520289,30765,152.8986638653426,34.899626851348394,1,3,0,3,payment,desktop,urban,0,0,0,9.713159841516971e-25,0
136.366535084356,1863.0938866705735,52918,84.48061979628507,47.8085054138921,1,7,1,2,transfer,mobile,rural,0,0,0,1.0065414484035504e-12,0
150.5596191446386,868.1889691566093,73031,185.2681502305541,26.43919936957698,1,9,0,2,transfer,mobile,suburban,1,0,0,1.9018307312416314e-10,0
32.27233425379475,1126.7229189975153,10009,150.70478529543198,1.152953030569989,4,13,1,1,payment,mobile,urban,0,0,0,3.401320949544654e-11,0
45.52174174442103,1379.3540968386526,50089,86.48325975096435,1.0,2,11,1,1,withdrawal,mobile,urban,1,0,0,2.4199416244414053e-09,0
25.67586203781149,2495.44308700036,82301,1.0,19.54668088110104,3,12,0,3,transfer,mobile,urban,0,0,0,6.013913525011254e-14,0
134.84486911120885,2756.082734091367,3411,105.87884737326256,47.91073632782762,1,3,0,2,withdrawal,desktop,rural,0,0,0,1.6041184523272012e-23,0
28.71173110908412,1822.350357102653,64301,68.70278974287467,38.984560116765486,0,16,0,1,withdrawal,mobile,suburban,0,0,0,7.457098551751213e-23,0
230.24699385216428,177.14815635510627,73742,1.8391040967748469,18.81887783917739,2,8,0,4,transfer,desktop,suburban,0,0,0,1.7454321339969217e-17,0
144.8522776790796,2054.175259304331,31799,1.0,26.015646921277256,7,6,0,1,transfer,mobile,urban,0,0,0,0.0015295152098415191,0
126.838811478561,2935.880675081009,61682,39.88554263170072,32.04819496032832,3,9,2,2,transfer,mobile,rural,0,0,0,4.084062080988443e-05,0
56.4471931383167,2744.906359485388,70643,2.7761795296708414,51.4109583749832,3,9,0,4,transfer,desktop,rural,1,0,0,3.3454148409918932e-12,0
63.33134582862235,1537.6195459904775,53135,175.87205507205374,43.7837681115133,1,8,0,1,payment,mobile,suburban,0,0,0,1.8362486810576938e-20,0
